Gene_1	Gene_2
YOR326W	YGL019W
YOR326W	YGL233W
YOR326W	YGL233W
YOR326W	YGL233W
YOR326W	YGR009C
YOR326W	YGR009C
YOR326W	YGR009C
YOR326W	YGR200C
YOR326W	YGR229C
YOR326W	YHR030C
YOR326W	YHR030C
YOR326W	YHR129C
YOR326W	YHR142W
YOR326W	YIL008W
YOR326W	YJL095W
YOR326W	YJL187C
YOR326W	YJR053W
YOR326W	YKL079W
YOR326W	YKR054C
YOR326W	YKR074W
YOR326W	YLL049W
YOR326W	YLR166C
YOR326W	YLR166C
YOR326W	YLR166C
YOR326W	YLR330W
YOR326W	YLR368W
YOR326W	YNL079C
YOR326W	YNL079C
YOR326W	YNL079C
YOR326W	YNL119W
YOR326W	YNL233W
YOR326W	YNL267W
YOR326W	YNL272C
YOR326W	YNL272C
YOR326W	YNL272C
YOR326W	YNL298W
YOR326W	YNL304W
YOR326W	YNL304W
YOR326W	YOL076W
YOR326W	YOR039W
YOR326W	YOR144C
YOR326W	YOR269W
YOR326W	YPL086C
YOR326W	YPL101W
YOR326W	YPL155C
YOR326W	YPL174C
YOR326W	YPR055W
YOR326W	YPR055W
YOR326W	YPR055W
YOR327C	YAL030W
YOR327C	YAL030W
YOR327C	YBL050W
YOR327C	YDL226C
YOR327C	YDR126W
YOR327C	YDR208W
YOR327C	YGL206C
YOR327C	YGR009C
YOR327C	YGR009C
YOR327C	YGR009C
YOR327C	YKR001C
YOR327C	YLR240W
YOR327C	YMR183C
YOR327C	YNL271C
YOR327C	YNL271C
YOR327C	YOR036W
YOR327C	YOR106W
YOR327C	YPL240C
YOR329C	YGL206C
YOR329C	YIR006C
YOR329C	YIR006C
YOR329C	YJL074C
YOR329C	YNL084C
YOR329C	YNL084C
YOR329C	YNL243W
YOR330C	YGR002C
YOR332W	YER068W
YOR332W	YER133W
YOR332W	YKL190W
YOR332W	YLR371W
YOR335C	YGR188C
YOR335C	YJL074C
YOR336W	YGL022W
YOR336W	YGR188C
YOR337W	YGR274C
YOR337W	YPL240C
YOR340C	YDR156W
YOR340C	YGL086W
YOR340C	YGR188C
YOR340C	YJL074C
YOR340C	YKL125W
YOR340C	YLR234W
YOR340C	YMR190C
YOR340C	YMR224C
YOR341W	YDR174W
YOR341W	YGR188C
YOR341W	YGR274C
YOR341W	YJR063W
YOR341W	YMR190C
YOR341W	YMR224C
YOR341W	YPL008W
YOR346W	YDR004W
YOR346W	YDR076W
YOR346W	YER095W
YOR346W	YGL087C
YOR346W	YGL163C
YOR346W	YML032C
YOR346W	YMR234W
YOR346W	YNL072W
YOR347C	YAL038W
YOR348C	YDR300C
YOR348C	YER023W
YOR348C	YKR039W
YOR348C	YLR438W
YOR348C	YOR323C
YOR349W	YAL011W
YOR349W	YBL034C
YOR349W	YBR231C
YOR349W	YBR231C
YOR349W	YCL016C
YOR349W	YCL029C
YOR349W	YCL029C
YOR349W	YDR113C
YOR349W	YDR150W
YOR349W	YDR212W
YOR349W	YDR334W
YOR349W	YDR334W
YOR349W	YDR334W
YOR349W	YDR485C
YOR349W	YDR485C
YOR349W	YDR488C
YOR349W	YDR488C
YOR349W	YEL003W
YOR349W	YEL003W
YOR349W	YEL061C
YOR349W	YEL061C
YOR349W	YEL061C
YOR349W	YEL061C
YOR349W	YER016W
YOR349W	YER016W
YOR349W	YFL037W
YOR349W	YGL086W
YOR349W	YGL086W
YOR349W	YGR078C
YOR349W	YGR078C
YOR349W	YGR188C
YOR349W	YHR090C
YOR349W	YHR191C
YOR349W	YHR191C
YOR349W	YJL030W
YOR349W	YJL030W
YOR349W	YJL030W
YOR349W	YJL030W
YOR349W	YJL179W
YOR349W	YLL002W
YOR349W	YLR085C
YOR349W	YLR085C
YOR349W	YLR085C
YOR349W	YLR085C
YOR349W	YLR200W
YOR349W	YML041C
YOR349W	YML041C
YOR349W	YML085C
YOR349W	YML094W
YOR349W	YML124C
YOR349W	YML124C
YOR349W	YML124C
YOR349W	YMR078C
YOR349W	YMR078C
YOR349W	YMR078C
YOR349W	YMR294W
YOR349W	YNL153C
YOR349W	YNL153C
YOR349W	YOR026W
YOR349W	YOR265W
YOR349W	YPL174C
YOR349W	YPL174C
YOR349W	YPL269W
YOR350C	YGR274C
YOR351C	YDL017W
YOR353C	YMR190C
YOR355W	YGL071W
YOR357C	YKL117W
YOR358W	YMR307W
YOR358W	YPL075W
YOR360C	YCL032W
YOR360C	YJL095W
YOR360C	YLR330W
YOR360C	YLR371W
YOR360C	YLR418C
YOR361C	YJR007W
YOR361C	YLR418C
YOR361C	YMR190C
YOR361C	YNL158W
YOR363C	YIR008C
YOR368W	YBR186W
YOR368W	YCL061C
YOR368W	YCL061C
YOR368W	YDL102W
YOR368W	YDL102W
YOR368W	YDR138W
YOR368W	YGR180C
YOR368W	YHR118C
YOR368W	YJL194W
YOR368W	YJR104C
YOR368W	YKL113C
YOR368W	YKL113C
YOR368W	YKL113C
YOR368W	YKL113C
YOR368W	YKL113C
YOR368W	YNL273W
YOR368W	YOR144C
YOR370C	YPL008W
YOR372C	YMR036C
YOR373W	YOR098C
YOR375C	YAL062W
YOR375C	YDL171C
YOR393W	YGR254W
YOR393W	YHR174W
YOR393W	YPL281C
YPL001W	YBR060C
YPL001W	YLR369W
YPL001W	YNL261W
YPL002C	YAL021C
YPL002C	YCL043C
YPL002C	YDR295C
YPL002C	YHR090C
YPL002C	YLR153C
YPL002C	YLR320W
YPL002C	YNL021W
YPL002C	YNR052C
YPL002C	YOL004W
YPL002C	YOL115W
YPL002C	YOR244W
YPL002C	YPL153C
YPL002C	YPR179C
YPL003W	YDL132W
YPL003W	YDR054C
YPL003W	YDR328C
YPL003W	YFL009W
YPL005W	YBL013W
YPL005W	YBR084W
YPL008W	YAL041W
YPL008W	YBL034C
YPL008W	YBL105C
YPL008W	YBR088C
YPL008W	YBR110W
YPL008W	YBR198C
YPL008W	YBR247C
YPL008W	YBR265W
YPL008W	YCL016C
YPL008W	YCL061C
YPL008W	YCR034W
YPL008W	YCR072C
YPL008W	YDL003W
YPL008W	YDL014W
YPL008W	YDL058W
YPL008W	YDL235C
YPL008W	YDR013W
YPL008W	YDR052C
YPL008W	YDR145W
YPL008W	YDR201W
YPL008W	YDR228C
YPL008W	YDR238C
YPL008W	YDR302W
YPL008W	YDR308C
YPL008W	YDR318W
YPL008W	YDR332W
YPL008W	YDR356W
YPL008W	YDR356W
YPL008W	YDR390C
YPL008W	YDR407C
YPL008W	YEL003W
YPL008W	YEL061C
YPL008W	YEL061C
YPL008W	YEL061C
YPL008W	YER016W
YPL008W	YER016W
YPL008W	YER016W
YPL008W	YER018C
YPL008W	YFL009W
YPL008W	YFL017C
YPL008W	YFR003C
YPL008W	YFR004W
YPL008W	YFR027W
YPL008W	YFR028C
YPL008W	YGL011C
YPL008W	YGL048C
YPL008W	YGL073W
YPL008W	YGL075C
YPL008W	YGL086W
YPL008W	YGL086W
YPL008W	YGL086W
YPL008W	YGL093W
YPL008W	YGR074W
YPL008W	YGR078C
YPL008W	YGR083C
YPL008W	YGR140W
YPL008W	YGR188C
YPL008W	YGR188C
YPL008W	YGR274C
YPL008W	YHL015W
YPL008W	YHR170W
YPL008W	YHR191C
YPL008W	YHR191C
YPL008W	YHR191C
YPL008W	YIL118W
YPL008W	YIL147C
YPL008W	YIR010W
YPL008W	YJL025W
YPL008W	YJL030W
YPL008W	YJL030W
YPL008W	YJL097W
YPL008W	YJR017C
YPL008W	YJR057W
YPL008W	YJR068W
YPL008W	YKL012W
YPL008W	YKL014C
YPL008W	YKL028W
YPL008W	YKL059C
YPL008W	YKL088W
YPL008W	YKL113C
YPL008W	YKL113C
YPL008W	YKL192C
YPL008W	YKL195W
YPL008W	YLL003W
YPL008W	YLL034C
YPL008W	YLR005W
YPL008W	YLR045C
YPL008W	YLR103C
YPL008W	YLR200W
YPL008W	YLR272C
YPL008W	YLR277C
YPL008W	YLR438C-A
YPL008W	YML015C
YPL008W	YML094W
YPL008W	YML105C
YPL008W	YMR013C
YPL008W	YMR028W
YPL008W	YMR033W
YPL008W	YMR043W
YPL008W	YMR078C
YPL008W	YMR078C
YPL008W	YMR211W
YPL008W	YMR220W
YPL008W	YMR227C
YPL008W	YMR239C
YPL008W	YMR314W
YPL008W	YNL002C
YPL008W	YNL124W
YPL008W	YNL153C
YPL008W	YNL153C
YPL008W	YNL222W
YPL008W	YNL240C
YPL008W	YNL308C
YPL008W	YOL135C
YPL008W	YOR014W
YPL008W	YOR020C
YPL008W	YOR026W
YPL008W	YOR144C
YPL008W	YOR144C
YPL008W	YOR151C
YPL008W	YOR176W
YPL008W	YOR206W
YPL008W	YOR232W
YPL008W	YOR294W
YPL008W	YOR341W
YPL008W	YOR370C
YPL008W	YPL010W
YPL008W	YPL011C
YPL008W	YPL012W
YPL008W	YPL018W
YPL008W	YPL076W
YPL008W	YPL094C
YPL008W	YPL175W
YPL008W	YPR141C
YPL008W	YPR178W
YPL010W	YER095W
YPL010W	YLR262C
YPL010W	YLR418C
YPL010W	YMR190C
YPL010W	YPL008W
YPL011C	YKL205W
YPL011C	YPL008W
YPL012W	YPL008W
YPL013C	YPR179C
YPL015C	YPR024W
YPL016W	YDR176W
YPL016W	YDR448W
YPL016W	YER164W
YPL016W	YGR229C
YPL016W	YGR252W
YPL016W	YHR041C
YPL016W	YLR071C
YPL016W	YOL051W
YPL016W	YOL148C
YPL016W	YPL254W
YPL017C	YDL003W
YPL017C	YER016W
YPL017C	YER016W
YPL017C	YER016W
YPL017C	YFL037W
YPL017C	YFR031C
YPL017C	YGL086W
YPL017C	YJL030W
YPL017C	YLR272C
YPL017C	YML094W
YPL017C	YOR026W
YPL017C	YPR135W
YPL018W	YBL034C
YPL018W	YBL105C
YPL018W	YBR231C
YPL018W	YDL003W
YPL018W	YDR113C
YPL018W	YDR356W
YPL018W	YEL003W
YPL018W	YEL061C
YPL018W	YEL061C
YPL018W	YER016W
YPL018W	YER016W
YPL018W	YER016W
YPL018W	YGL060W
YPL018W	YGL086W
YPL018W	YGL086W
YPL018W	YGL086W
YPL018W	YGR078C
YPL018W	YGR113W
YPL018W	YGR179C
YPL018W	YGR188C
YPL018W	YIL144W
YPL018W	YJL013C
YPL018W	YJL030W
YPL018W	YJL030W
YPL018W	YJL030W
YPL018W	YJL030W
YPL018W	YJL030W
YPL018W	YJL127C
YPL018W	YJR089W
YPL018W	YKL049C
YPL018W	YKL049C
YPL018W	YKL049C
YPL018W	YKR037C
YPL018W	YLR200W
YPL018W	YMR094W
YPL018W	YMR117C
YPL018W	YNL153C
YPL018W	YNL153C
YPL018W	YOR026W
YPL018W	YOR026W
YPL018W	YOR080W
YPL018W	YPL008W
YPL018W	YPR045C
YPL018W	YPR135W
YPL018W	YPR141C
YPL020C	YDL013W
YPL020C	YDL013W
YPL020C	YDR076W
YPL020C	YDR381W
YPL020C	YEL019C
YPL020C	YER095W
YPL020C	YER095W
YPL020C	YER116C
YPL020C	YER116C
YPL020C	YGL163C
YPL020C	YGR188C
YPL020C	YHR134W
YPL020C	YIL031W
YPL020C	YJL092W
YPL020C	YJL092W
YPL020C	YKL113C
YPL020C	YKL113C
YPL020C	YKL113C
YPL020C	YKL186C
YPL020C	YLR418C
YPL020C	YML032C
YPL020C	YMR190C
YPL020C	YMR224C
YPL020C	YMR224C
YPL020C	YMR224C
YPL020C	YMR284W
YPL020C	YNL250W
YPL020C	YNL250W
YPL020C	YOR144C
YPL022W	YAL015C
YPL022W	YBL019W
YPL022W	YBL019W
YPL022W	YBL019W
YPL022W	YBR136W
YPL022W	YBR223C
YPL022W	YCL061C
YPL022W	YDL101C
YPL022W	YDR217C
YPL022W	YHR154W
YPL022W	YJL030W
YPL022W	YKL113C
YPL022W	YKL114C
YPL022W	YKL114C
YPL022W	YKL114C
YPL022W	YLR447C
YPL022W	YNL273W
YPL022W	YOL043C
YPL022W	YPL153C
YPL024W	YBR094W
YPL024W	YBR098W
YPL024W	YBR098W
YPL024W	YBR098W
YPL024W	YBR098W
YPL024W	YBR098W
YPL024W	YBR228W
YPL024W	YBR228W
YPL024W	YBR228W
YPL024W	YDL013W
YPL024W	YDL013W
YPL024W	YDR279W
YPL024W	YDR363W
YPL024W	YDR386W
YPL024W	YDR386W
YPL024W	YDR386W
YPL024W	YDR386W
YPL024W	YDR386W
YPL024W	YER116C
YPL024W	YFR027W
YPL024W	YGR274C
YPL024W	YHR031C
YPL024W	YHR031C
YPL024W	YJL074C
YPL024W	YJL092W
YPL024W	YJL092W
YPL024W	YJL092W
YPL024W	YJR043C
YPL024W	YJR043C
YPL024W	YLR135W
YPL024W	YLR135W
YPL024W	YLR135W
YPL024W	YLR430W
YPL024W	YMR236W
YPL024W	YOL006C
YPL024W	YPL153C
YPL024W	YPL240C
YPL024W	YPR135W
YPL026C	YPL145C
YPL028W	YGL086W
YPL028W	YLR418C
YPL030W	YGL232W
YPL031C	YAL040C
YPL031C	YBR081C
YPL031C	YBR081C
YPL031C	YBR081C
YPL031C	YBR200W
YPL031C	YBR200W
YPL031C	YBR260C
YPL031C	YBR260C
YPL031C	YCR081W
YPL031C	YCR081W
YPL031C	YDL074C
YPL031C	YDL074C
YPL031C	YDR146C
YPL031C	YDR150W
YPL031C	YDR150W
YPL031C	YDR207C
YPL031C	YDR207C
YPL031C	YDR245W
YPL031C	YDR245W
YPL031C	YDR388W
YPL031C	YDR414C
YPL031C	YDR414C
YPL031C	YDR443C
YPL031C	YDR443C
YPL031C	YDR456W
YPL031C	YDR456W
YPL031C	YDR477W
YPL031C	YEL036C
YPL031C	YEL036C
YPL031C	YER049W
YPL031C	YER049W
YPL031C	YER096W
YPL031C	YER096W
YPL031C	YER111C
YPL031C	YER111C
YPL031C	YER155C
YPL031C	YER155C
YPL031C	YER155C
YPL031C	YGL015C
YPL031C	YGL015C
YPL031C	YGL086W
YPL031C	YGL167C
YPL031C	YGL167C
YPL031C	YGR063C
YPL031C	YGR078C
YPL031C	YGR078C
YPL031C	YGR104C
YPL031C	YGR104C
YPL031C	YGR104C
YPL031C	YGR157W
YPL031C	YGR157W
YPL031C	YGR161C
YPL031C	YGR161C
YPL031C	YGR229C
YPL031C	YGR274C
YPL031C	YHL028W
YPL031C	YHL028W
YPL031C	YHR012W
YPL031C	YHR012W
YPL031C	YHR030C
YPL031C	YHR030C
YPL031C	YHR030C
YPL031C	YHR063C
YPL031C	YHR063C
YPL031C	YHR205W
YPL031C	YJL095W
YPL031C	YJL095W
YPL031C	YJL095W
YPL031C	YJL101C
YPL031C	YJL101C
YPL031C	YJL154C
YPL031C	YJL154C
YPL031C	YJR073C
YPL031C	YJR073C
YPL031C	YJR075W
YPL031C	YJR075W
YPL031C	YJR075W
YPL031C	YJR142W
YPL031C	YJR142W
YPL031C	YLR079W
YPL031C	YLR200W
YPL031C	YLR200W
YPL031C	YLR342W
YPL031C	YLR342W
YPL031C	YLR342W
YPL031C	YLR342W
YPL031C	YLR360W
YPL031C	YLR360W
YPL031C	YLR371W
YPL031C	YLR371W
YPL031C	YLR371W
YPL031C	YLR372W
YPL031C	YLR372W
YPL031C	YLR425W
YPL031C	YLR425W
YPL031C	YLR425W
YPL031C	YML115C
YPL031C	YML115C
YPL031C	YMR199W
YPL031C	YMR212C
YPL031C	YMR212C
YPL031C	YMR212C
YPL031C	YMR306W
YPL031C	YMR306W
YPL031C	YMR307W
YPL031C	YMR311C
YPL031C	YNL079C
YPL031C	YNL079C
YPL031C	YNL199C
YPL031C	YNL199C
YPL031C	YNL271C
YPL031C	YNL271C
YPL031C	YNL298W
YPL031C	YNL298W
YPL031C	YNL323W
YPL031C	YNL323W
YPL031C	YOL020W
YPL031C	YOL020W
YPL031C	YOL119C
YPL031C	YOL119C
YPL031C	YOL122C
YPL031C	YOL122C
YPL031C	YOR008C
YPL031C	YOR008C
YPL031C	YOR014W
YPL031C	YOR014W
YPL031C	YOR026W
YPL031C	YOR046C
YPL031C	YOR106W
YPL031C	YOR106W
YPL031C	YOR140W
YPL031C	YOR140W
YPL031C	YPL075W
YPL031C	YPL075W
YPL031C	YPL075W
YPL031C	YPL161C
YPL031C	YPL161C
YPL031C	YPL253C
YPL031C	YPL253C
YPL031C	YPL254W
YPL031C	YPL254W
YPL031C	YPL254W
YPL031C	YPL256C
YPL037C	YBL105C
YPL037C	YLR039C
YPL037C	YLR262C
YPL037C	YPL240C
YPL039W	YGR274C
YPL040C	YNL330C
YPL041C	YLR342W
YPL041C	YMR307W
YPL041C	YPL240C
YPL042C	YGL086W
YPL042C	YGR002C
YPL042C	YHR090C
YPL042C	YLR418C
YPL042C	YMR236W
YPL042C	YOR026W
YPL043W	YDL014W
YPL043W	YDL014W
YPL043W	YGR188C
YPL043W	YJL074C
YPL043W	YLR418C
YPL043W	YMR190C
YPL045W	YBL099W
YPL045W	YJR066W
YPL045W	YMR078C
YPL045W	YNL243W
YPL045W	YOR244W
YPL047W	YBL058W
YPL047W	YDR159W
YPL047W	YDR363W-A
YPL047W	YHR200W
YPL047W	YJL127C
YPL047W	YJL140W
YPL047W	YLR306W
YPL047W	YMR312W
YPL047W	YNL298W
YPL047W	YNL298W
YPL047W	YOL072W
YPL047W	YPL086C
YPL047W	YPL101W
YPL048W	YGR274C
YPL049C	YOR046C
YPL050C	YBR023C
YPL050C	YCR009C
YPL050C	YCR009C
YPL050C	YDR077W
YPL050C	YDR388W
YPL050C	YDR388W
YPL051W	YAL009W
YPL051W	YBR254C
YPL051W	YDR108W
YPL051W	YDR137W
YPL051W	YEL042W
YPL051W	YER122C
YPL051W	YGL005C
YPL051W	YGL020C
YPL051W	YJR032W
YPL051W	YKR020W
YPL051W	YLR039C
YPL051W	YLR039C
YPL051W	YLR262C
YPL051W	YLR262C
YPL051W	YLR262C
YPL051W	YMR079W
YPL051W	YNL041C
YPL051W	YNL051W
YPL051W	YOR070C
YPL051W	YOR070C
YPL051W	YOR070C
YPL051W	YOR132W
YPL055C	YAL011W
YPL055C	YAL011W
YPL055C	YBR004C
YPL055C	YBR023C
YPL055C	YBR231C
YPL055C	YBR231C
YPL055C	YBR231C
YPL055C	YBR231C
YPL055C	YBR289W
YPL055C	YCR024C
YPL055C	YDL020C
YPL055C	YDL040C
YPL055C	YDR195W
YPL055C	YDR207C
YPL055C	YDR212W
YPL055C	YDR334W
YPL055C	YDR334W
YPL055C	YDR334W
YPL055C	YDR334W
YPL055C	YDR359C
YPL055C	YDR363W-A
YPL055C	YDR392W
YPL055C	YDR432W
YPL055C	YDR432W
YPL055C	YDR485C
YPL055C	YDR485C
YPL055C	YDR485C
YPL055C	YDR497C
YPL055C	YEL044W
YPL055C	YER083C
YPL055C	YER083C
YPL055C	YER111C
YPL055C	YER111C
YPL055C	YER111C
YPL055C	YFL023W
YPL055C	YFR010W
YPL055C	YGL020C
YPL055C	YGL043W
YPL055C	YGL070C
YPL055C	YGL107C
YPL055C	YGL127C
YPL055C	YGR002C
YPL055C	YGR046W
YPL055C	YGR063C
YPL055C	YGR092W
YPL055C	YGR104C
YPL055C	YGR135W
YPL055C	YGR200C
YPL055C	YHR013C
YPL055C	YHR013C
YPL055C	YHR090C
YPL055C	YHR200W
YPL055C	YIL040W
YPL055C	YIR009W
YPL055C	YJL006C
YPL055C	YJL046W
YPL055C	YJL168C
YPL055C	YJL168C
YPL055C	YJL168C
YPL055C	YJR104C
YPL055C	YKL113C
YPL055C	YKL113C
YPL055C	YKL139W
YPL055C	YKL139W
YPL055C	YKL212W
YPL055C	YKR029C
YPL055C	YKR082W
YPL055C	YLR039C
YPL055C	YLR055C
YPL055C	YLR085C
YPL055C	YLR085C
YPL055C	YLR085C
YPL055C	YLR085C
YPL055C	YLR085C
YPL055C	YLR182W
YPL055C	YLR182W
YPL055C	YLR240W
YPL055C	YLR262C
YPL055C	YLR330W
YPL055C	YLR370C
YPL055C	YLR384C
YPL055C	YML041C
YPL055C	YML041C
YPL055C	YML041C
YPL055C	YML112W
YPL055C	YMR165C
YPL055C	YMR263W
YPL055C	YMR312W
YPL055C	YNL107W
YPL055C	YNL192W
YPL055C	YNL199C
YPL055C	YNL330C
YPL055C	YOL004W
YPL055C	YOL012C
YPL055C	YOL012C
YPL055C	YOL012C
YPL055C	YOL012C
YPL055C	YOL012C
YPL055C	YOL012C
YPL055C	YOR026W
YPL055C	YOR147W
YPL055C	YPL086C
YPL055C	YPL101W
YPL057C	YBR161W
YPL057C	YKL212W
YPL057C	YLR418C
YPL057C	YPL240C
YPL059W	YDL020C
YPL059W	YHR090C
YPL063W	YER095W
YPL065W	YNL271C
YPL065W	YNL271C
YPL066W	YNL233W
YPL069C	YBR023C
YPL069C	YDL029W
YPL069C	YDL029W
YPL069C	YDR126W
YPL069C	YEL031W
YPL069C	YER083C
YPL069C	YER133W
YPL069C	YGL020C
YPL069C	YGR166W
YPL069C	YKL190W
YPL069C	YLR418C
YPL069C	YNL136W
YPL069C	YNL267W
YPL075W	YAL040C
YPL075W	YBL056W
YPL075W	YBL079W
YPL075W	YBR290W
YPL075W	YBR291C
YPL075W	YBR295W
YPL075W	YBR297W
YPL075W	YBR298C
YPL075W	YCR024C-A
YPL075W	YCR026C
YPL075W	YCR028C-A
YPL075W	YCR087C-A
YPL075W	YDL019C
YPL075W	YDL054C
YPL075W	YDL088C
YPL075W	YDL116W
YPL075W	YDR132C
YPL075W	YDR519W
YPL075W	YER095W
YPL075W	YER110C
YPL075W	YER115C
YPL075W	YER130C
YPL075W	YFL047W
YPL075W	YFL050C
YPL075W	YGL016W
YPL075W	YGR032W
YPL075W	YGR059W
YPL075W	YHL029C
YPL075W	YHR073W
YPL075W	YHR182W
YPL075W	YHR189W
YPL075W	YIL148W
YPL075W	YIL156W
YPL075W	YJL042W
YPL075W	YJR010W
YPL075W	YJR011C
YPL075W	YJR024C
YPL075W	YJR059W
YPL075W	YKL057C
YPL075W	YKL068W
YPL075W	YKL117W
YPL075W	YKL120W
YPL075W	YKR024C
YPL075W	YKR082W
YPL075W	YLR018C
YPL075W	YLR079W
YPL075W	YLR307W
YPL075W	YLR356W
YPL075W	YML057W
YPL075W	YML103C
YPL075W	YMR030W
YPL075W	YMR125W
YPL075W	YMR129W
YPL075W	YMR153W
YPL075W	YMR164C
YPL075W	YMR199W
YPL075W	YMR273C
YPL075W	YMR295C
YPL075W	YNL199C
YPL075W	YNL199C
YPL075W	YOL126C
YPL075W	YOR002W
YPL075W	YOR009W
YPL075W	YOR358W
YPL075W	YPL031C
YPL075W	YPL031C
YPL075W	YPL031C
YPL075W	YPL178W
YPL075W	YPL192C
YPL075W	YPL246C
YPL075W	YPL256C
YPL075W	YPL262W
YPL076W	YBR080C
YPL076W	YDR164C
YPL076W	YDR170C
YPL076W	YER095W
YPL076W	YGL233W
YPL076W	YHR007C
YPL076W	YJL074C
YPL076W	YLR418C
YPL076W	YPL008W
YPL077C	YGR229C
YPL077C	YGR229C
YPL077C	YKL117W
YPL078C	YNR052C
YPL079W	YBR191W
YPL081W	YBR189W
YPL082C	YBR081C
YPL082C	YBR089C-A
YPL082C	YDR392W
YPL082C	YDR392W
YPL082C	YDR392W
YPL082C	YER148W
YPL082C	YGR252W
YPL082C	YHR030C
YPL082C	YLR055C
YPL082C	YOR048C
YPL082C	YOR194C
YPL082C	YPR052C
YPL083C	YLR418C
YPL084W	YAL021C
YPL084W	YAL024C
YPL084W	YER068W
YPL084W	YGL116W
YPL084W	YGR274C
YPL084W	YHR030C
YPL084W	YJL095W
YPL084W	YJR043C
YPL084W	YKL113C
YPL084W	YKR097W
YPL084W	YNR052C
YPL085W	YHR098C
YPL085W	YLR208W
YPL085W	YNL161W
YPL086C	tE(CUC)D
YPL086C	tE(CUC)I
YPL086C	tQ(CUG)M
YPL086C	tS(CGA)C
YPL086C	tT(CGU)K
YPL086C	YAL013W
YPL086C	YAR003W
YPL086C	YBR175W
YPL086C	YBR279W
YPL086C	YDL074C
YPL086C	YDL074C
YPL086C	YDR392W
YPL086C	YFR009W
YPL086C	YGL020C
YPL086C	YGL058W
YPL086C	YGL058W
YPL086C	YGL070C
YPL086C	YGL244W
YPL086C	YGR002C
YPL086C	YGR002C
YPL086C	YGR252W
YPL086C	YHR090C
YPL086C	YHR090C
YPL086C	YJL020C
YPL086C	YKL139W
YPL086C	YLR055C
YPL086C	YLR226W
YPL086C	YLR229C
YPL086C	YLR425W
YPL086C	YML043C
YPL086C	YMR079W
YPL086C	YMR223W
YPL086C	YNL271C
YPL086C	YOR326W
YPL086C	YPL047W
YPL086C	YPL055C
YPL086C	YPL145C
YPL086C	YPL254W
YPL087W	YBR183W
YPL087W	YHL003C
YPL087W	YKL008C
YPL088W	YHR129C
YPL089C	YGR229C
YPL089C	YGR229C
YPL089C	YGR229C
YPL089C	YLR342W
YPL089C	YLR342W
YPL089C	YLR342W
YPL089C	YMR307W
YPL090C	YBR181C
YPL090C	YGR274C
YPL090C	YMR236W
YPL090C	YMR294W
YPL090C	YPL169C
YPL091W	YDR256C
YPL091W	YGR088W
YPL091W	YML028W
YPL091W	YOL006C
YPL094C	YLR418C
YPL094C	YPL008W
YPL097W	YAL021C
YPL097W	YNL330C
YPL097W	YNR052C
YPL100W	YFR021W
YPL100W	YGR274C
YPL101W	YAL013W
YPL101W	YAR003W
YPL101W	YBR175W
YPL101W	YBR279W
YPL101W	YDL074C
YPL101W	YDL074C
YPL101W	YDR392W
YPL101W	YER016W
YPL101W	YGL058W
YPL101W	YGL058W
YPL101W	YGL244W
YPL101W	YGR002C
YPL101W	YHR090C
YPL101W	YJL127C
YPL101W	YLR055C
YPL101W	YLR226W
YPL101W	YLR229C
YPL101W	YLR371W
YPL101W	YLR425W
YPL101W	YMR223W
YPL101W	YMR294W
YPL101W	YNL271C
YPL101W	YOR326W
YPL101W	YPL047W
YPL101W	YPL055C
YPL104W	YDL013W
YPL104W	YJL127C
YPL105C	YGR274C
YPL105C	YLR039C
YPL106C	YBR169C
YPL106C	YBR169C
YPL106C	YBR169C
YPL106C	YDL013W
YPL106C	YDR113C
YPL106C	YER116C
YPL106C	YGL086W
YPL106C	YHR099W
YPL106C	YHR205W
YPL106C	YJL030W
YPL106C	YNL064C
YPL106C	YOR046C
YPL106C	YOR244W
YPL107W	YGR274C
YPL109C	YGR274C
YPL112C	YOL147C
YPL112C	YOR193W
YPL115C	YAL041W
YPL115C	YGR078C
YPL116W	YIR009W
YPL116W	YPL213W
YPL118W	YOR244W
YPL118W	YPR179C
YPL120W	YLR039C
YPL120W	YLR262C
YPL124W	YGR188C
YPL124W	YJL019W
YPL124W	YOR144C
YPL126W	YNL271C
YPL128C	YER095W
YPL128C	YLR418C
YPL129W	YBL007C
YPL129W	YFL024C
YPL129W	YGL043W
YPL129W	YGL043W
YPL129W	YGR002C
YPL129W	YHR090C
YPL129W	YJL081C
YPL129W	YJL127C
YPL129W	YNL107W
YPL129W	YOR244W
YPL131W	YDL063C
YPL132W	YLR330W
YPL135W	YDL120W
YPL135W	YOR226C
YPL137C	YPL240C
YPL138C	YAL011W
YPL138C	YBR231C
YPL138C	YDR334W
YPL138C	YDR334W
YPL138C	YDR359C
YPL138C	YDR392W
YPL138C	YDR485C
YPL138C	YDR485C
YPL138C	YHR090C
YPL138C	YLR055C
YPL138C	YLR085C
YPL138C	YLR085C
YPL138C	YML041C
YPL138C	YML041C
YPL138C	YOL012C
YPL138C	YOL012C
YPL140C	YGR274C
YPL140C	YOR231W
YPL143W	YOR234C
YPL144W	YDL020C
YPL144W	YDL020C
YPL144W	YDL020C
YPL144W	YGR274C
YPL144W	YLR342W
YPL145C	YDL133W
YPL145C	YDR159W
YPL145C	YDR496C
YPL145C	YGR274C
YPL145C	YHL007C
YPL145C	YIL110W
YPL145C	YKR031C
YPL145C	YLR371W
YPL145C	YLR454W
YPL145C	YMR307W
