abbreviation	name	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
r_1143	adenine transport	(1) s_0766_b + (1) s_0391_b <==> (1) s_0763_b + (1) s_0390	reversible	NA	0	0	0	((YER056C) or (YER060W) or (YER060W-A) or (YGL186C))	
r_1146	adenosine transport	(1) s_0766_b + (1) s_0394_b <==> (1) s_0763_b + (1) s_0393	reversible	NA	0	0	0	(YAL022C)	
r_1153	allantoate uniport	(1) s_0413_b <==> (1) s_0412	reversible	NA	0	0	0	(YJR152W)	
r_1154	allantoin uniport	(1) s_0415_b <==> (1) s_0414	reversible	NA	0	0	0	(YIR028W)	
r_1155	alpha-ketoglutarate/malate transporter	(1) s_0185 + (1) s_0070_b <==> (1) s_0069 + (1) s_0186_b	reversible	NA	0	0	0		
r_1157	ammonia transport	(1) s_0431_b <==> (1) s_0430	reversible	NA	-1000	1000	0	((YDR384C) or (YGR121C) or (YNL142W) or (YPR138C))	
r_1170	biotin uptake	(1) s_0766_b + (1) s_0466_b <==> (1) s_0763_b + (1) s_0465	reversible	NA	0	0	0	(YGR065C)	
r_1180	choline transport	(1) s_0766_b + (1) s_0498_b <==> (1) s_0763_b + (1) s_0496	reversible	NA	0	0	0	(YGL077C)	
r_1181	citrate transport	(1) s_0766_b + (1) s_0508_b <==> (1) s_0763_b + (1) s_0507	reversible	NA	-1000	0	0		
r_1194	CO2 transport	(1) s_0472_b <==> (1) s_0470	reversible	NA	-1000	0	0		
r_1200	cytidine transport	(1) s_0766_b + (1) s_0526_b <==> (1) s_0763_b + (1) s_0525	reversible	NA	0	0	0	(YAL022C)	
r_1201	cytosine transport	(1) s_0766_b + (1) s_0528_b <==> (1) s_0763_b + (1) s_0527	reversible	NA	0	0	0	((YER056C) or (YER060W) or (YER060W-A) or (YGL186C))	
r_1202	D-arabinose transport	(1) s_0531_b <==> (1) s_0530	reversible	NA	-1000	0	0		
r_1204	D-fructose transport	(1) s_0766_b + (1) s_0536_b <==> (1) s_0763_b + (1) s_0535	reversible	NA	0	0	0	((YDL245C) or (YDR342C) or (YDR343C) or (YDR345C) or (YEL069C) or (YFL011W) or (YHR092C) or (YHR094C) or (YHR096C) or (YJL214W) or (YJL219W) or (YJR158W) or (YMR011W) or (YNR072W) or (YOL156W))	
r_1205	D-galactose transport	(1) s_0766_b + (1) s_0541_b <==> (1) s_0763_b + (1) s_0540	reversible	NA	0	0	0	((YDR536W) or (YFL011W) or (YJL219W) or (YLR081W) or (YNL318C) or (YOL156W))	
r_1206	D-glucosamine 6-phosphate uniport	(1) s_0423_b <==> (1) s_0422	reversible	NA	-1000	0	0		
r_1207	D-lactate transport	(1) s_0766_b + (1) s_0029_b <==> (1) s_0028 + (1) s_0763_b	reversible	NA	-1000	0	0	(YKL217W)	
r_1210	D-mannose transport	(1) s_0766_b + (1) s_0552_b <==> (1) s_0763_b + (1) s_0551	reversible	NA	0	0	0	((YDL245C) or (YDR342C) or (YDR343C) or (YDR345C) or (YEL069C) or (YFL011W) or (YHR092C) or (YHR094C) or (YHR096C) or (YJL214W) or (YJL219W) or (YJR158W) or (YMR011W) or (YNR072W) or (YOL156W))	
r_1211	D-sorbitol transport	(1) s_0544_b <==> (1) s_0543	reversible	NA	-1000	0	0		
r_1212	D-xylose transport	(1) s_0559_b <==> (1) s_0558	reversible	NA	-1000	0	0		
r_1216	deoxyadenosine transport	(1) s_0766_b + (1) s_0135_b <==> (1) s_0763_b + (1) s_0134	reversible	NA	0	0	0		
r_1217	deoxycytidine transport	(1) s_0766_b + (1) s_0137_b <==> (1) s_0763_b + (1) s_0136	reversible	NA	0	0	0		
r_1218	deoxyguanosine transport	(1) s_0766_b + (1) s_0139_b <==> (1) s_0763_b + (1) s_0138	reversible	NA	0	0	0		
r_1219	deoxyinosine transport	(1) s_0766_b + (1) s_0141_b <==> (1) s_0763_b + (1) s_0140	reversible	NA	0	0	0		
r_1220	deoxyuridine transport	(1) s_0766_b + (1) s_0143_b <==> (1) s_0763_b + (1) s_0142	reversible	NA	0	0	0		
r_1235	dTTP uniport	(1) s_0621_b <==> (1) s_0620	reversible	NA	-1000	0	0		
r_1238	episterol transport	(1) s_0629_b <==> (1) s_0627	reversible	NA	-1000	0	0	((YIL013C) or (YOR011W))	
r_1243	ergosterol transport	(1) s_0638_b <==> (1) s_0635	reversible	NA	-1000	0	0	((YIL013C) or (YOR011W))	
r_1247	ethanol transport	(1) s_0651_b <==> (1) s_0650	reversible	NA	-1000	0	0		
r_1249	ethanolamine transport	(1) s_0654_b <==> (1) s_0653	reversible	NA	-1000	0	0		
r_1264	fatty acid transport	(1) s_1031_b <==> (1) s_1028	reversible	NA	-1000	0	0		
r_1282	fecosterol transport	(1) s_0672_b <==> (1) s_0669	reversible	NA	-1000	0	0	((YIL013C) or (YOR011W))	
r_1286	formate transport	(1) s_0690_b <==> (1) s_0689	reversible	NA	-1000	0	0		
r_1287	formate transport	(1) s_0766_b + (1) s_0693_b <==> (1) s_0763_b + (1) s_0692	reversible	NA	-1000	0	0		
r_1293	glucose transport	(1) s_0547_b <==> (1) s_0545	reversible	NA	0	10	0	((YDL245C) or (YDR342C) or (YDR343C) or (YDR345C) or (YDR536W) or (YEL069C) or (YFL011W) or (YHR092C) or (YHR094C) or (YHR096C) or (YJL214W) or (YJL219W) or (YJR158W) or (YLR081W) or (YMR011W) or (YNR072W) or (YOL156W))	
r_1295	glutathione transport	(1) s_0718_b <==> (1) s_0717	reversible	NA	0	0	0	(YJL212C)	
r_1297	glycero-3-phospho-1-inositol transport	(1) s_0082_b <==> (1) s_0081	reversible	NA	-1000	0	0	(YCR098C)	
r_1298	glycero-3-phosphocholine transport	(1) s_1313_b <==> (1) s_1310	reversible	NA	-1000	0	0	(YCR098C)	
r_1299	glycerol transport via channel	(1) s_0732 <==> (1) s_0733_b	reversible	NA	0	1000	0	(YLL043W)	
r_1300	glycerol transport via symport	(1) s_0766_b + (1) s_0733_b <==> (1) s_0763_b + (1) s_0732	reversible	NA	0	0	0	(YDR536W)	
r_1303	glycine transport	(1) s_0766_b + (1) s_0741_b <==> (1) s_0763_b + (1) s_0740	reversible	NA	-1000	0	0	((YCL025C) or (YKR039W) or (YOL020W) or (YOR348C) or (YPL265W))	
r_1305	glycoaldehyde transport	(1) s_0746_b <==> (1) s_0745	reversible	NA	-1000	0	0		
r_1307	glyoxylate transport	(1) s_0749 <==> (1) s_0750_b	reversible	NA	0	1000	0		
r_1311	guanine transport	(1) s_0766_b + (1) s_0758_b <==> (1) s_0763_b + (1) s_0757	reversible	NA	-1000	0	0	((YER056C) or (YER060W) or (YER060W-A) or (YGL186C))	
r_1313	guanosine transport	(1) s_0766_b + (1) s_0761_b <==> (1) s_0763_b + (1) s_0760	reversible	NA	0	0	0		
r_1315	H2O transport	(1) s_1436_b <==> (1) s_1434_b	reversible	NA	-1000	1000	0	((YLL052C) or (YPR192W))	
r_1323	hexadecanoate (n-C16:0) transport	(1) s_1173_b <==> (1) s_1170	reversible	NA	0	0	0		
r_1324	hexadecenoate (n-C16:1) transport	(1) s_1180_b <==> (1) s_1177	reversible	NA	0	0	0		
r_1328	hypoxanthine transport	(1) s_0766_b + (1) s_0809_b <==> (1) s_0763_b + (1) s_0808	reversible	NA	-1000	0	0		
r_1330	indole-3-acetaldehyde transport	(1) s_0817 <==> (1) s_0818_b	reversible	NA	0	1000	0		
r_1332	inosine transport	(1) s_0766_b + (1) s_0823_b <==> (1) s_0763_b + (1) s_0822	reversible	NA	0	0	0		
r_1335	inositol transport	(1) s_0766_b + (1) s_1022_b <==> (1) s_0763_b + (1) s_1020	reversible	NA	0	0	0	((YDR497C) or (YOL103W))	
r_1336	iron (II) transport	(1) s_0832_b <==> (1) s_0831	reversible	NA	0	0	0	(YMR319C)	
r_1338	isoamyl acetate transport	(1) s_0834 <==> (1) s_0835_b	reversible	NA	0	1000	0		
r_1339	isoamyl alcohol transport	(1) s_0836 <==> (1) s_0837_b	reversible	NA	0	1000	0		
r_1341	isobutyl acetate transport	(1) s_0842 <==> (1) s_0843_b	reversible	NA	0	1000	0		
r_1342	isobutyl alcohol transport	(1) s_0839 <==> (1) s_0840_b	reversible	NA	0	1000	0		
r_1347	L-alanine transport	(1) s_0766_b + (1) s_0864_b <==> (1) s_0763_b + (1) s_0863	reversible	NA	-1000	0	0	((YBR068C) or (YCL025C) or (YDR046C) or (YKR039W) or (YOL020W) or (YOR348C) or (YPL265W))	
r_1348	L-arabinitol transport	(1) s_0870_b <==> (1) s_0869	reversible	NA	-1000	0	0		
r_1349	L-arabinoase transport	(1) s_0872_b <==> (1) s_0871	reversible	NA	-1000	0	0		
r_1350	L-arganine transport	(1) s_0766_b + (1) s_0874_b <==> (1) s_0763_b + (1) s_0873	reversible	NA	-1000	0	0	((YEL063C) or (YKR039W) or (YNL270C))	
r_1352	L-asparagine transport	(1) s_0766_b + (1) s_0878_b <==> (1) s_0763_b + (1) s_0877	reversible	NA	-1000	0	0	((YCL025C) or (YDR508C) or (YKR039W) or (YPL265W))	
r_1356	L-aspartate transport	(1) s_0766_b + (1) s_0882_b <==> (1) s_0763_b + (1) s_0881	reversible	NA	-1000	0	0	((YFL055W) or (YKR039W) or (YPL265W))	
r_1357	L-carnitine transport	(1) s_0025_b <==> (1) s_0024	reversible	NA	-1000	0	0	(YBR132C)	
r_1359	L-cystine transport	(1) s_0766_b + (1) s_0890_b <==> (1) s_0763_b + (1) s_0889	reversible	NA	-1000	0	0	((YBR068C) or (YBR069C) or (YCL025C) or (YDR046C) or (YDR508C) or (YKR039W) or (YOL020W))	
r_1367	L-glutamate transport	(1) s_0766_b + (1) s_0900_b <==> (1) s_0763_b + (1) s_0899	reversible	NA	-1000	0	0	((YCL025C) or (YFL055W) or (YKR039W) or (YPL265W))	
r_1371	L-glutamine transport	(1) s_0766_b + (1) s_0908_b <==> (1) s_0763_b + (1) s_0907	reversible	NA	-1000	0	0	((YCL025C) or (YDR508C) or (YKR039W) or (YPL265W))	
r_1373	L-histidine transport	(1) s_0766_b + (1) s_0912_b <==> (1) s_0763_b + (1) s_0911	reversible	NA	-1000	0	0	((YBR069C) or (YCL025C) or (YGR191W) or (YKR039W))	
r_1378	L-isoleucine transport	(1) s_0766_b + (1) s_0921_b <==> (1) s_0763_b + (1) s_0920	reversible	NA	-1000	0	0	((YBR068C) or (YBR069C) or (YCL025C) or (YDR046C) or (YKR039W))	
r_1380	L-lactate transport	(1) s_0766_b + (1) s_0067_b <==> (1) s_0763_b + (1) s_0066	reversible	NA	-1000	0	0	(YKL217W)	
r_1384	L-leucine transport	(1) s_0766_b + (1) s_0926_b <==> (1) s_0763_b + (1) s_0925	reversible	NA	-1000	0	0	((YBR068C) or (YBR069C) or (YCL025C) or (YDR046C) or (YDR508C) or (YKR039W))	
r_1386	L-lysine transport	(1) s_0766_b + (1) s_0930_b <==> (1) s_0763_b + (1) s_0929	reversible	NA	-1000	0	0	((YKR039W) or (YNL268W))	
r_1387	L-malate transport	(1) s_0766_b + (1) s_0070_b <==> (1) s_0763_b + (1) s_0069	reversible	NA	-1000	0	0		
r_1388	L-methionine transport	(1) s_0766_b + (1) s_0934_b <==> (1) s_0763_b + (1) s_0933	reversible	NA	-1000	0	0	((YBR068C) or (YCL025C) or (YDR046C) or (YDR508C) or (YGR055W) or (YHL036W) or (YKR039W))	
r_1389	L-phenylalanine transport	(1) s_0766_b + (1) s_0937_b <==> (1) s_0763_b + (1) s_0936	reversible	NA	-1000	0	0	((YBR068C) or (YCL025C) or (YDR046C) or (YKR039W) or (YOL020W))	
r_1390	L-proline transport	(1) s_0766_b + (1) s_0940_b <==> (1) s_0763_b + (1) s_0939	reversible	NA	-1000	0	0	((YKR039W) or (YOR348C))	
r_1393	L-serine transport	(1) s_0766_b + (1) s_0945_b <==> (1) s_0763_b + (1) s_0943	reversible	NA	-1000	0	0	((YCL025C) or (YDR508C) or (YFL055W) or (YKR039W) or (YPL265W))	
r_1394	L-sorbitol transport	(1) s_0898_b <==> (1) s_0897	reversible	NA	-1000	0	0		
r_1395	L-sorbose transport	(1) s_0948_b <==> (1) s_0947	reversible	NA	-1000	0	0		
r_1396	L-threonine transport	(1) s_0766_b + (1) s_0950_b <==> (1) s_0763_b + (1) s_0949	reversible	NA	-1000	0	0	((YBR069C) or (YCL025C) or (YDR046C) or (YDR508C) or (YKR039W))	
r_1397	L-tryptophan transport	(1) s_0766_b + (1) s_0953_b <==> (1) s_0763_b + (1) s_0952	reversible	NA	-1000	0	0	((YBR068C) or (YBR069C) or (YDR046C) or (YKR039W) or (YOL020W))	
r_1401	L-tyrosine transport	(1) s_0766_b + (1) s_0956_b <==> (1) s_0763_b + (1) s_0955	reversible	NA	-1000	0	0	((YBR068C) or (YBR069C) or (YCL025C) or (YDR046C) or (YKR039W) or (YOL020W))	
r_1402	L-valine transport	(1) s_0766_b + (1) s_0961_b <==> (1) s_0763_b + (1) s_0960	reversible	NA	-1000	0	0	((YBR068C) or (YBR069C) or (YCL025C) or (YDR046C) or (YKR039W))	
r_1403	lanosterol transport	(1) s_0965_b <==> (1) s_0963	reversible	NA	-1000	0	0	((YIL013C) or (YOR011W))	
r_1407	maltose transport	(1) s_0766_b + (1) s_1010_b <==> (1) s_0763_b + (1) s_1009	reversible	NA	0	0	0	((YBR298C) or (YDL247W) or (YGR289C) or (YJR160C))	
r_1409	melibiose transport	(1) s_0766_b + (1) s_1015_b <==> (1) s_0763_b + (1) s_1014	reversible	NA	0	0	0		
r_1412	N,N'-diformyldityrosine transport	(1) s_1056 <==> (1) s_1057_b	reversible	NA	0	1000	0	(YBR180W)	
r_1422	NADP transport	(1) s_1091 <==> (1) s_1093_b	reversible	NA	0	1000	0		
r_1427	nicotinate transport	(1) s_1104_b <==> (1) s_1103	reversible	NA	-1000	0	0	(YGR260W)	
r_1431	NMN transport	(1) s_0766_b + (1) s_1109_b <==> (1) s_0763_b + (1) s_1108	reversible	NA	0	0	0		
r_1435	O2 transport	(1) s_1162_b <==> (1) s_1160	reversible	NA	-1000	2	0		
r_1438	octadecanoate (n-C18:0) transport	(1) s_1330_b <==> (1) s_1329	reversible	NA	0	0	0		
r_1439	octadecenoate (n-C18:1) transport	(1) s_1146_b <==> (1) s_1145	reversible	NA	0	0	0		
r_1440	octadecynoate (n-C18:2) transport	(1) s_0997_b <==> (1) s_0994	reversible	NA	0	0	0		
r_1442	orntithine transport	(1) s_0766_b + (1) s_1152_b <==> (1) s_0763_b + (1) s_1151	reversible	NA	-1000	0	0	((YEL063C) or (YKR039W))	
r_1443	oxaloacetate transport	(1) s_1156 <==> (1) s_1157_b	reversible	NA	0	1000	0		
r_1445	oxidized glutathione uniport	(1) s_0722_b <==> (1) s_0721	reversible	NA	0	0	0		
r_1451	pantothenate transport	(1) s_0766_b + (1) s_0035_b <==> (1) s_0763_b + (1) s_0034	reversible	NA	-1000	0	0	(YCR028C)	
r_1452	PAP uniport	(1) s_0398_b <==> (1) s_0397	reversible	NA	-1000	0	0		
r_1454	phenethyl acetate transport	(1) s_1201 <==> (1) s_1202_b	reversible	NA	0	1000	0		
r_1455	phenylacetaldehyde transport	(1) s_1203 <==> (1) s_1204_b	reversible	NA	0	1000	0		
r_1461	phosphate transport	(1) s_1209_b + (1) s_0766_b <==> (1) s_0763_b + (1) s_1207	reversible	NA	-1000	1000	0	((YBR296C) or (YCR037C) or (YJL198W) or (YML123C) or (YNR013C))	
r_1473	phosphatidylinositol 4-kinase	(1) s_0446 + (1) s_0090 <==> (1) s_0400 + (1) s_0111	reversible	NA	0	1000	0	((YJL100W) or (YLR305C))	
r_1474	phosphatidylinositol-4-phosphate 5-kinase	(1) s_0446 + (1) s_0111 <==> (1) s_0400 + (1) s_0107	reversible	NA	0	1000	0	(YDR208W)	
r_1475	phospholipid translocation	(1) s_1246_b <==> (1) s_1245	reversible	NA	-1000	0	0	(YNL323W)	
r_1476	potassium transport	(1) s_0766_b + (1) s_1255_b <==> (1) s_0763_b + (1) s_1254	reversible	NA	-1000	0	0	(YJL129C)	
r_1479	putrescine excretion	(1) s_1268 <==> (1) s_1269_b	reversible	NA	0	1000	0	(YKL174C)	
r_1480	putrescine transport	(1) s_0763_b + (1) s_1269_b <==> (1) s_0766_b + (1) s_1268	reversible	NA	0	0	0	((YLL028W) or (YOR273C))	
r_1481	pyridoxine symport	(1) s_0766_b + (1) s_1275_b <==> (1) s_0763_b + (1) s_1274	reversible	NA	-1000	0	0	(YGL186C)	
r_1484	pyruvate transport	(1) s_0766_b + (1) s_1278_b <==> (1) s_1277 + (1) s_0763_b	reversible	NA	0	0	0	(YKL217W)	
r_1488	riboflavin transport	(1) s_1284_b + (1) s_0766_b <==> (1) s_0763_b + (1) s_1283	reversible	NA	0	0	0		
r_1489	ribose transporter	(1) s_0766_b + (1) s_0556_b <==> (1) s_0763_b + (1) s_0555	reversible	NA	0	0	0		
r_1491	S-adenosyl-L-methionine transport	(1) s_0766_b + (1) s_1295_b <==> (1) s_0763_b + (1) s_1293	reversible	NA	0	0	0	(YPL274W)	
r_1493	S-methylmethionine permease	(1) s_0766_b + (1) s_1302_b <==> (1) s_0763_b + (1) s_1301	reversible	NA	0	0	0	(YLL061W)	
r_1497	sodium proton antiporter	(1) s_0766_b + (1) s_1319 <==> (1) s_0763_b + (1) s_1320_b	reversible	NA	0	0	0	(YLR138W)	
r_1498	spermidine excretion	(1) s_1321 <==> (1) s_1322_b	reversible	NA	0	1000	0	(YKL174C)	
r_1499	spermidine transport	(1) s_0763_b + (1) s_1322_b <==> (1) s_0766_b + (1) s_1321	reversible	NA	0	0	0	((YBR132C) or (YHL016C) or (YKR039W) or (YLL028W) or (YPL274W))	
r_1500	spermine transport	(1) s_0763_b + (1) s_1324_b <==> (1) s_0766_b + (1) s_1323	reversible	NA	0	0	0	(YLL028W)	
r_1503	succinate transport	(1) s_0766_b + (1) s_1339_b <==> (1) s_0763_b + (1) s_1338	reversible	NA	-1000	0	0		
r_1506	sucrose transport	(1) s_0766_b + (1) s_1346_b <==> (1) s_0763_b + (1) s_1345	reversible	NA	0	0	0		
r_1507	sulfate uniport	(1) s_1348_b <==> (1) s_1347	reversible	NA	0	1000	0	((YBR294W) or (YLR092W))	
r_1508	sulfite transport	(1) s_1349 <==> (1) s_1350_b	reversible	NA	0	1000	0	(YPL092W)	
r_1509	taurine transport	(1) s_1351 <==> (1) s_1352_b	reversible	NA	0	1000	0		
r_1512	thiamine transport	(1) s_0766_b + (1) s_1364_b <==> (1) s_0763_b + (1) s_1363	reversible	NA	0	0	0	((YLR237W) or (YOR071C) or (YOR192C))	
r_1514	thymidine transport	(1) s_0766_b + (1) s_1374_b <==> (1) s_0763_b + (1) s_1373	reversible	NA	0	0	0		
r_1515	thymine transport	(1) s_0766_b + (1) s_1375 <==> (1) s_0763_b + (1) s_1376_b	reversible	NA	0	0	0		
r_1517	trehalose transporter	(1) s_0766_b + (1) s_0417_b <==> (1) s_0763_b + (1) s_0416	reversible	NA	0	0	0		
r_1520	tryptophol transport	(1) s_1404 <==> (1) s_1405_b	reversible	NA	0	1000	0		
r_1527	uracil transport	(1) s_0766_b + (1) s_1422_b <==> (1) s_0763_b + (1) s_1421	reversible	NA	0	0	0	(YBR021W)	
r_1528	urea transport	(2) s_0766_b + (1) s_1424_b <==> (2) s_0763_b + (1) s_1423	reversible	NA	-1000	0	0	(YHL016C)	
r_1529	uridine transport	(1) s_0766_b + (1) s_1428_b <==> (1) s_0763_b + (1) s_1427	reversible	NA	0	0	0	(YBL042C)	
r_1533	xanthine transport	(1) s_0365_b <==> (1) s_0364	reversible	NA	-1000	0	0		
r_1534	xanthosine transport	(1) s_0766_b + (1) s_1444_b <==> (1) s_0763_b + (1) s_1443	reversible	NA	0	0	0		
r_1535	xylitol transport	(1) s_1446_b <==> (1) s_1445	reversible	NA	-1000	0	0		
r_1536	zymosterol transport	(1) s_1450_b <==> (1) s_1447	reversible	NA	-1000	0	0	((YIL013C) or (YOR011W))	
r_1539	Q0045, Q0250, Q0275, YDL067C, YEL039C, YGL187C, YGL191W, YHR051W, YIL111W, YLR038C, YLR395C, YMR256C	(1) s_1508_b + (1) s_1513_b + (1) s_1514_b + (1) s_1658_b + (1) s_1782_b + (1) s_1875_b + (1) s_1876_b + (1) s_1965_b + (1) s_2008_b + (1) s_2162_b + (1) s_2226_b + (1) s_2289_b <==> (1) s_2552_b	reversible	NA	-1000	1000	0	((Q0045) and (Q0250) and (Q0275) and (YDL067C) and (YEL039C) and (YGL187C) and (YGL191W) and (YHR051W) and (YIL111W) and (YLR038C) and (YLR395C) and (YMR256C))	
r_1540	Q0045, Q0250, Q0275, YDL067C, YEL039C, YGL187C, YGL191W, YHR051W, YLR038C, YLR395C, YMR256C, YNL052W	(1) s_1508_b + (1) s_1513_b + (1) s_1514_b + (1) s_1658_b + (1) s_1782_b + (1) s_1875_b + (1) s_1876_b + (1) s_1965_b + (1) s_2162_b + (1) s_2226_b + (1) s_2289_b + (1) s_2310_b <==> (1) s_2553_b	reversible	NA	-1000	1000	0	((Q0045) and (Q0250) and (Q0275) and (YDL067C) and (YEL039C) and (YGL187C) and (YGL191W) and (YHR051W) and (YLR038C) and (YLR395C) and (YMR256C) and (YNL052W))	
r_1541	Q0045, Q0250, Q0275, YDL067C, YGL187C, YGL191W, YHR051W, YIL111W, YJR048W, YLR038C, YLR395C, YMR256C	(1) s_1508_b + (1) s_1513_b + (1) s_1514_b + (1) s_1658_b + (1) s_1875_b + (1) s_1876_b + (1) s_1965_b + (1) s_2008_b + (1) s_2162_b + (1) s_2226_b + (1) s_2289_b + (1) s_2060_b <==> (1) s_2554_b	reversible	NA	-1000	1000	0	((Q0045) and (Q0250) and (Q0275) and (YDL067C) and (YGL187C) and (YGL191W) and (YHR051W) and (YIL111W) and (YJR048W) and (YLR038C) and (YLR395C) and (YMR256C))	
r_1542	Q0045, Q0250, Q0275, YDL067C, YGL187C, YGL191W, YHR051W, YJR048W, YLR038C, YLR395C, YMR256C, YNL052W	(1) s_1508_b + (1) s_1513_b + (1) s_1514_b + (1) s_1658_b + (1) s_1875_b + (1) s_1876_b + (1) s_1965_b + (1) s_2162_b + (1) s_2226_b + (1) s_2289_b + (1) s_2310_b + (1) s_2060_b <==> (1) s_2555_b	reversible	NA	-1000	1000	0	((Q0045) and (Q0250) and (Q0275) and (YDL067C) and (YGL187C) and (YGL191W) and (YHR051W) and (YJR048W) and (YLR038C) and (YLR395C) and (YMR256C) and (YNL052W))	
r_1543	Q0080, Q0085, Q0130, YBL099W, YBR039W, YDL004W, YDR298C, YDR322C-A, YDR377W, YJR121W, YKL016C, YLR295C, YML081C-A, YPL078C, YPL271W	(1) s_1509_b + (1) s_1510_b + (1) s_1512_b + (1) s_1555_b + (1) s_1574_b + (1) s_1649_b + (1) s_1731_b + (1) s_1738_b + (1) s_1748_b + (1) s_2075_b + (1) s_2090_b + (1) s_2206_b + (1) s_2245_b + (1) s_2454_b + (1) s_2485_b <==> (1) s_2556_b	reversible	NA	-1000	1000	0	((Q0080) and (Q0085) and (Q0130) and (YBL099W) and (YBR039W) and (YDL004W) and (YDR298C) and (YDR322C-A) and (YDR377W) and (YJR121W) and (YKL016C) and (YLR295C) and (YML081C-A) and (YPL078C) and (YPL271W))	
r_1544	Q0080, Q0085, Q0130, YBL099W, YBR039W, YDL004W, YDR298C, YDR377W, YJR121W, YKL016C, YLR295C, YML081C-A, YPL078C, YPL271W, YPR020W	(1) s_1509_b + (1) s_1510_b + (1) s_1512_b + (1) s_1555_b + (1) s_1574_b + (1) s_1649_b + (1) s_1731_b + (1) s_1748_b + (1) s_2075_b + (1) s_2090_b + (1) s_2206_b + (1) s_2245_b + (1) s_2454_b + (1) s_2485_b + (1) s_2493_b <==> (1) s_2557_b	reversible	NA	-1000	1000	0	((Q0080) and (Q0085) and (Q0130) and (YBL099W) and (YBR039W) and (YDL004W) and (YDR298C) and (YDR377W) and (YJR121W) and (YKL016C) and (YLR295C) and (YML081C-A) and (YPL078C) and (YPL271W) and (YPR020W))	
r_1545	Q0105, YBL045C, YDR529C, YEL024W, YEL039C, YFR033C, YGR183C, YHR001W-A, YJL166W, YOR065W, YPR191W	(1) s_1782_b + (1) s_1511_b + (1) s_1549_b + (1) s_1769_b + (1) s_1778_b + (1) s_1849_b + (1) s_1914_b + (1) s_1948_b + (1) s_2046_b + (1) s_2391_b + (1) s_2520_b <==> (1) s_2558_b	reversible	NA	-1000	1000	0	((Q0105) and (YBL045C) and (YDR529C) and (YEL024W) and (YEL039C) and (YFR033C) and (YGR183C) and (YHR001W-A) and (YJL166W) and (YOR065W) and (YPR191W))	
r_1546	Q0105, YBL045C, YDR529C, YEL024W, YFR033C, YGR183C, YHR001W-A, YJL166W, YJR048W, YOR065W, YPR191W	(1) s_2060_b + (1) s_1511_b + (1) s_1549_b + (1) s_1769_b + (1) s_1778_b + (1) s_1849_b + (1) s_1914_b + (1) s_1948_b + (1) s_2046_b + (1) s_2391_b + (1) s_2520_b <==> (1) s_2559_b	reversible	NA	-1000	1000	0	((Q0105) and (YBL045C) and (YDR529C) and (YEL024W) and (YFR033C) and (YGR183C) and (YHR001W-A) and (YJL166W) and (YJR048W) and (YOR065W) and (YPR191W))	
r_1547	YAL023C, YDL095W	(1) s_1528_b + (1) s_1665_b <==> (1) s_2560_b	reversible	NA	-1000	1000	0	((YAL023C) and (YDL095W))	
r_1549	YAL044C, YBR221C, YDR019C, YER178W, YMR189W	(1) s_1532_b + (1) s_1605_b + (1) s_1689_b + (1) s_1832_b + (1) s_2279_b <==> (1) s_2562_b	reversible	NA	-1000	1000	0	((YAL044C) and (YBR221C) and (YDR019C) and (YER178W) and (YMR189W))	
r_1550	YAL044C, YDR019C, YFL018C, YMR189W	(1) s_1532_b + (1) s_1689_b + (1) s_2279_b + (1) s_1837_b <==> (1) s_2563_b	reversible	NA	-1000	1000	0	((YAL044C) and (YDR019C) and (YFL018C) and (YMR189W))	
r_1551	YBL064C, YCR083W	(1) s_1550_b + (1) s_1646_b <==> (1) s_2564_b	reversible	NA	-1000	1000	0	((YBL064C) and (YCR083W))	
r_1552	YBR026C, YER061C, YHR067W, YKL055C, YKL192C, YOR221C	(1) s_1566_b + (1) s_1813_b + (1) s_1967_b + (1) s_2098_b + (1) s_2121_b + (1) s_2421_b <==> (1) s_2565_b	reversible	NA	-1000	1000	0	((YBR026C) and (YER061C) and (YHR067W) and (YKL055C) and (YKL192C) and (YOR221C))	
r_1553	YBR036C, YDR297W	(1) s_1571_b + (1) s_1729_b <==> (1) s_2566_b	reversible	NA	-1000	1000	0	((YBR036C) and (YDR297W))	
r_1554	YBR036C, YPL057C	(1) s_1571_b + (1) s_2450_b <==> (1) s_2567_b	reversible	NA	-1000	1000	0	((YBR036C) and (YPL057C))	
r_1555	YBR115C, YGL154C	(1) s_1584_b + (1) s_1871_b <==> (1) s_2568_b	reversible	NA	-1000	1000	0	((YBR115C) and (YGL154C))	
r_1556	YBR126C, YML100W, YMR261C	(1) s_1587_b + (1) s_2248_b + (1) s_2290_b <==> (1) s_2569_b	reversible	NA	-1000	1000	0	((YBR126C) and (YML100W) and (YMR261C))	
